SICCode,SICDescription
24110104,"Stave bolts, wood: hewn"
24110200,"Poles, posts, and pilings: untreated wood"
24110201,Driving and booming timber
24110202,"Mine timbers, hewn"
24110203,Pickets and paling: round or split
24110204,"Piling, wood: untreated"
24110205,Pole cutting contractors
24110206,"Poles, wood: untreated"
24110207,"Posts, wood: hewn, round, or split"
24110208,"Rails, fence: round or split"
24110209,"Stumps, wood"
24110300,Wooden logs
24110301,Peeler logs
24110302,Pulpwood camp not operating a pulp mill at same site
24110303,Pulpwood contractors engaged in cutting
24110304,Saw logs
24110305,Skidding logs
24110306,Veneer logs
24119900,"Logging, nec"
24119901,Fuel wood harvesting
24119902,"Last blocks, wood: hewn or riven"
24119903,Logging camps and contractors
24119904,Stumping for turpentine or powder manufacturing
24119905,"Timber, cut at logging camp"
24119906,"Wheelstock, hewn"
24119907,"Wood chips, produced in the field"
24210000,"Sawmills and planing mills, general"
24210100,"Building and structural materials, wood"
24210101,"Cants, resawed (lumber)"
24210102,"Ceiling lumber, dressed"
24210103,"Flooring (dressed lumber), softwood"
24210104,"Lath, made in sawmills and lathmills"
24210105,Siding (dressed lumber)
24210106,"Silo stock, wood: sawed"
24210200,"Sawdust, shavings, and wood chips"
24210201,"Fuelwood, from mill waste"
24210202,Sawdust and shavings
24210203,"Wood chips, produced at mill"
24210300,Specialty sawmill products
24210301,Custom sawmill
24210302,"Flitches (veneer stock), made in sawmills"
24210303,Kiln drying of lumber
24210400,Outdoor wood structural products
24210401,"Railroad ties, sawed"
24210402,Snow fence lath
24210403,Tobacco hogshead stock
24219900,"Sawmills and planing mills, general, nec"
24219901,Box lumber
24219902,Chipper mill
24219903,"Cut stock, softwood"
24219904,"Furniture dimension stock, softwood"
24219905,Lumber stacking or sticking
24219906,"Lumber: rough, sawed, or planed"
24219907,"Planing mill, independent: except millwork"
24219908,"Planing mills, nec"
24219909,Resawing lumber into smaller dimensions
24260000,Hardwood dimension and flooring mills
24260100,"Furniture stock and parts, hardwood"
24260101,"Carvings, furniture: wood"
24260102,"Chair seats, hardwood"
24260103,"Frames for upholstered furniture, wood"
24260104,"Furniture dimension stock, hardwood"
24260105,"Furniture squares, hardwood"
24260106,"Rounds or rungs, furniture: hardwood"
24260107,"Stock, chair, hardwood: turned, shaped, or carved"
24260108,"Table slides, for extension tables: wood"
24260109,"Turnings, furniture: wood"
24260200,"Blocks and blanks, hardwood"
24260201,"Blanks, wood: bowling pins, handles, etc."
24260202,"Blocks, wood: bowling pins, handles, etc."
24260203,"Bobbin blocks and blanks, wood"
24260204,"Brush blocks, wood: turned and shaped"
24260205,Picker stick blanks
24260206,"Shuttle blocks, hardwood"
24260207,"Spool blocks and blanks, wood"
24260300,"Stocks: gun, handle, vehicle, etc."
24260301,"Gun stocks, wood"
24260302,"Handle stock, sawed or planed"
24260303,"Vehicle stock, hardwood"
24260400,"Textile machinery accessories, hardwood"
24260401,"Blanks, wood: textile machinery accessories"
24260402,"Blocks, wood: textile machinery accessories"
24269900,"Hardwood dimension and flooring mills, nec"
24269901,"Dimension, hardwood"
24269902,"Flooring, hardwood"
24269903,"Lumber, hardwood dimension"
24269904,"Parquet flooring, hardwood"
24269905,"Rounds or rungs, ladder: hardwood"
24290000,"Special product sawmills, nec"
24290100,Barrels and barrel parts
24290101,"Cooperage stock products: staves, headings, hoops, etc."
24290102,"Heading, barrel (cooperage stock): sawed or split"
24290103,"Hoops, wood, for tight or slack cooperage: sawed or split"
24290104,"Staves, barrel: sawed or split"
24290200,"Shavings and packaging, excelsior"
24290201,"Excelsior, including pads and wrappers: wood"
24290202,"Wood wool, excelsior"
24290203,"Wrappers, excelsior"
24290300,Shingle and shingle mills
24290301,Shakes (hand split shingles)
24290302,Shingle mill
24290303,"Shingles, wood: sawed or hand split"
24310000,Millwork
24310100,"Doors and door parts and trim, wood"
24310101,"Door frames, wood"
24310102,"Door sashes, wood"
24310103,"Door screens, metal covered wood"
24310104,"Door screens, wood frame"
24310105,"Door shutters, wood"
24310106,"Door trim, wood"
24310107,"Doors, combination screen-storm, wood"
24310108,"Doors, wood"
24310109,"Garage doors, overhead, wood"
24310110,Louver doors: wood
24310200,"Windows and window parts and trim, wood"
24310201,"Dormers, wood"
24310202,"Jalousies, glass, wood frame"
24310203,"Louver windows, glass, wood frame"
24310204,"Storm windows, wood"
24310205,"Window frames, wood"
24310206,"Window sashes, wood"
24310207,"Window screens, wood frame"
24310208,"Window shutters, wood"
24310209,"Window trim, wood"
24310210,"Windows, wood"
24310300,"Moldings and baseboards, ornamental and trim"
24310301,"Floor baseboards, wood"
24310302,"Mantels, wood"
24310303,"Moldings, wood: unfinished and prefinished"
24310304,"Weather strip, wood"
24310400,"Awnings, blinds and shutters: wood"
24310401,"Awnings, wood"
24310402,"Blinds (shutters), wood"
24310403,"Venetian blind slats, wood"
24310500,"Staircases, stairs and railings"
24310501,"Newel posts, wood"
24310502,"Railings, stair: wood"
24310503,"Staircases and stairs, wood"
24310600,Interior and ornamental woodwork and trim
24310601,"Ornamental woodwork: cornices, mantels, etc."
24310602,"Panel work, wood"
24310603,"Trim, wood"
24310604,"Wainscots, wood"
24310605,"Woodwork, interior and ornamental, nec"
24310700,Exterior and ornamental woodwork and trim
24310701,"Porch columns, wood"
24310702,"Porch work, wood"
24310703,"Trellises, wood"
24319900,"Millwork, nec"
24319901,"Brackets, wood"
24319902,"Planing mill, millwork"
24319903,"Silo staves, wood"
24340000,Wood kitchen cabinets
24349900,"Wood kitchen cabinets, nec"
24349901,"Vanities, bathroom: wood"
24350000,Hardwood veneer and plywood
24359900,"Hardwood veneer and plywood, nec"
24359901,"Hardwood plywood, prefinished"
24359902,"Panels, hardwood plywood"
24359903,"Plywood, hardwood or hardwood faced"
24359904,"Veneer stock, hardwood"
24360000,Softwood veneer and plywood
24369900,"Softwood veneer and plywood, nec"
24369901,"Panels, softwood plywood"
24369902,"Plywood, softwood"
24369903,"Veneer stock, softwood"
24390000,"Structural wood members, nec"
24399900,"Structural wood members, nec, nec"
24399901,"Arches, laminated lumber"
24399902,"Timbers, structural: laminated lumber"
24399903,"Trusses, except roof: laminated lumber"
24399904,"Trusses, wooden roof"
24410000,Nailed wood boxes and shook
24410100,"Boxes, wood"
24410101,"Ammunition boxes, wood"
24410102,"Box cleats, wood"
24410103,"Box shook, wood"
24410104,"Cigar boxes, wood and part wood"
24410200,"Cases, wood"
24410201,"Egg cases, wood"
24410202,"Packing cases, wood: nailed or lock corner"
24410203,"Shipping cases, wood: nailed or lock corner"
24410300,"Chests and trunks, wood"
24410301,"Tool chests, wood"
24410302,"Trunk slats, wood"
24419900,"Nailed wood boxes and shook, nec"
24419901,"Carrier trays, wood"
24419902,"Flats, wood: greenhouse"
24480000,Wood pallets and skids
24480100,"Cargo containers, wood and wood with metal"
24480101,"Cargo containers, wood"
24480102,"Cargo containers, wood and metal combination"
24480200,"Pallets, wood and wood with metal"
24480201,"Pallets, wood"
24480202,"Pallets, wood and metal combination"
24480300,"Skids, wood and wood with metal"
24480301,"Skids, wood"
24480302,"Skids, wood and metal combination"
24490000,"Wood containers, nec"
24490100,"Food containers, wood wirebound"
24490101,"Berry crates, wood wirebound"
24490102,"Butter crates, wood: wirebound"
24490103,"Fruit crates, wood: wirebound"
24490104,"Vegetable crates, wood: wirebound"
24490200,"Barrels, tubs and vats: wood, coopered"
24490201,"Barrels: wood, coopered"
24490202,"Casks, wood: coopered"
24490203,"Hot tubs, wood"
24490204,"Pails, buckets, vats: wood, coopered"
24490205,Tobacco hogsheads
24490206,"Tubs, wood: coopered"
24490207,"Vats, wood: coopered"
24490300,"Rectangular boxes and crates, wood"
24490301,"Boxes, wood: wirebound"
24490302,"Chicken coops (crates), wood: wirebound"
24490303,"Planters and window boxes, wood"
24490304,"Shipping cases, wood: wirebound"
24490305,"Tanks, wood: coopered"
24499900,"Wood containers, nec, nec"
24499901,"Baskets: fruit and vegetable, round stave, till, etc."
24499902,"Containers, plywood and veneer wood"
24499903,"Shipping cases and drums, wood: wirebound and plywood"
24510000,Mobile homes
24510100,"Mobile homes, personal or private use"
24510101,Mobile home frames
24510102,"Mobile homes, except recreational"
24510200,"Mobile homes, industrial or commercial use"
24510201,Mobile buildings: for commercial use
24510202,Mobile classrooms
24520000,Prefabricated wood buildings
24520100,"Farm and agricultural buildings, prefabricated wood"
24520101,"Chicken coops, prefabricated, wood"
24520102,"Corn cribs, prefabricated, wood"
24520103,"Farm buildings, prefabricated or portable: wood"
24529900,"Prefabricated wood buildings, nec"
24529901,"Geodesic domes, prefabricated, wood"
24529902,"Log cabins, prefabricated, wood"
24529903,"Marinas, prefabricated, wood"
24529904,"Modular homes, prefabricated, wood"
24529905,"Panels and sections, prefabricated, wood"
24529906,"Prefabricated buildings, wood"
24529907,"Sauna rooms, prefabricated, wood"
24910000,Wood preserving
24910100,"Poles, posts and pilings: treated wood"
24910101,"Mine props, treated wood"
24910102,"Piles, foundation and marine construction: treated wood"
24910103,"Pilings, treated wood"
24910104,"Poles and pole crossarms, treated wood"
24910105,"Posts, treated wood"
24910200,"Bridges and trestles, treated wood"
24910201,"Bridges, treated wood"
24910202,"Railroad cross bridges and switch ties, treated wood"
24910203,"Railroad cross-ties, treated wood"
24910204,"Trestles, treated wood"
24919900,"Wood preserving, nec"
24919901,"Flooring, treated wood block"
24919902,"Millwork, treated wood"
24919903,Preserving (creosoting) of wood
24919904,"Structural lumber and timber, treated wood"
24919905,"Vehicle lumber, treated wood"
24919906,"Wood products, creosoted"
24930000,Reconstituted wood products
24930100,"Building board and wallboard, except gypsum"
24930101,"Building board, except gypsum, nsk"
24930102,"Wallboard, except gypsum"
24930200,Particleboard products
24930201,Flakeboard
24930202,"Particleboard, plastic laminated"
24930203,Waferboard
24930300,Hardboard and fiberboard products
24930301,Bagasse board
24930302,"Fiberboard, wood"
24930303,Hardboard
24930304,Marbleboard (stone face hard board)
24930305,"Wall tile, fiberboard"
24930400,"Insulation and roofing material, reconstituted wood"
24930401,"Insulating board, hard pressed"
24930402,"Insulation board, cellular fiber"
24930403,"Roofing board, unsaturated"
24930404,"Roofing, wood fiber"
24939900,"Reconstituted wood products, nec"
24939901,"Bulletin boards, cork"
24939902,"Bulletin boards, wood"
24939903,"Strandboard, oriented"
24990000,"Wood products, nec"
24990100,"Laundry products, wood"
24990101,"Clothes drying frames, racks and reels, wood"
24990102,"Clothespins, wood"
24990103,"Garment hangers, wood"
24990104,"Hampers, laundry"
24990105,"Ironing boards, wood"
24990106,"Tailors' pressing blocks, wood"
24990107,"Washboards, wood and part wood"
24990200,"Shoe and boot products, wood"
24990201,"Display forms, boot and shoes"
24990202,Last sole patterns
24990203,"Lasts, boot and shoe"
24990204,Shoe stretchers
24990205,Shoe trees
24990300,"Ladders and stepladders, wood"
24990301,"Ladder jacks, wood"
24990302,"Ladders, wood"
24990303,"Stepladders, wood"
24990400,"Picture and mirror frames, wood"
24990401,"Picture frame molding, finished"
24990500,Cork and cork products
24990501,"Carpets, cork"
24990502,"Corks, bottle"
24990503,"Insulating material, cork"
24990504,"Life preservers, cork"
24990505,"Tiles, cork"
24990600,"Rulers and yardsticks, wood"
24990601,"Rulers and rules, wood"
24990602,"Yard sticks, wood"
24990700,"Reed, rattan, wicker, and willow ware, except furniture"
24990701,"Chair cane, rattan or reed"
24990702,"Rattan ware, except furniture"
24990703,"Reed ware, except furniture"
24990704,"Table pads: rattan, reed, and willow"
24990705,"Webbing: cane, reed, and rattan"
24990706,"Willow ware, except furniture"
24990800,"Handles, poles, dowels and stakes: wood"
24990801,"Dowels, wood"
24990802,"Flagpoles, wood"
24990803,"Handles, wood"
24990804,"Masts, wood"
24990805,"Paint sticks, wood"
24990806,"Pencil slats, wood"
24990807,"Poles, wood"
24990808,"Skewers, wood"
24990809,"Spars, wood"
24990810,"Spokes, wood"
24990811,"Surveyors' stakes, wood"
24990812,"Tool handles, wood"
24990900,"Food handling and processing products, wood"
24990901,"Bakers' equipment, wood"
24990902,"Meat boards, wood"
24990903,"Meat hammers, wood"
24990904,"Pastry boards, wood"
24990905,"Potato mashers, wood"
24990906,"Rolling pins, wood"
24991000,"Kitchen, bathroom, and household ware: wood"
24991001,"Bowls, wood"
24991002,"Dishes, wood"
24991003,"Faucets, wood"
24991004,"Market baskets, wood"
24991005,"Seats, toilet"
24991006,"Spigots, wood"
