SICCode,SICDescription,SIC Only Auxilary Code 1,SIC Only Auxilary Code 2,SIC Only Auxilary Code 3
28990100,Oils and essential oils,X,,
28990101,Anise oil,X,,
28990102,Bay oil,X,,
28990103,Citronella oil,X,,
28990104,Core oil or binders,X,,
28990105,Essential oils,X,,
28990106,Eucalyptus oil,X,,
28990107,Grapefruit oil,X,,
28990108,Incense,X,,
28990109,Lemon oil (edible),X,,
28990110,Magnetic inspection oil or powder,X,,
28990111,Orange oil,X,,
28990112,Orris oil,X,,
28990113,Peppermint oil,X,,
28990114,Spearmint oil,X,,
28990115,"Vegetable oils, vulcanized or sulfurized",X,,
28990116,Wintergreen oil,X,,
28990200,Acids,X,,
28990201,Acid resist for etching,X,,
28990202,Battery acid,X,,
28990203,"Hydrofluoric acid compound, for etching or polishing glass",X,,
28990204,Margaric acid,X,,
28990205,Red oil (oleic acid),X,,
28990206,Stearic acid,X,,
28990300,Gelatin,X,,
28990301,Gelatin capsules,X,,
28990302,"Gelatin: edible, technical, photographic, or pharmaceutical",X,,
28990400,"Flares, fireworks, and similar preparations",X,,
28990401,"Caps, for toy pistols",X,,
28990402,Fireworks,X,,
28990403,Flares,X,,
28990404,"Fusees: highway, marine, or railroad",X,,
28990405,"Igniter grains, boron potassium nitrate",X,,
28990406,Jet fuel igniters,X,,
28990407,"Pyrotechnic ammunition: flares, signals, rockets, etc.",X,,
28990408,Railroad torpedoes,X,,
28990500,Sizes,X,,
28990501,Dextrine sizes,X,,
28990502,Glue sizes,X,,
28990503,Gum sizes,X,,
28990504,Industrial sizes,X,,
28990505,Rosin sizes,X,,
28999900,"Chemical preparations, nec, nec",X,,
28999901,Anti-glare material,X,,
28999902,Antifreeze compounds,X,,
28999903,"Antiscaling compounds, boiler",X,,
28999904,Bluing,X,,
28999905,Carbon removing solvent,X,,
28999906,Chemical cotton (processed cotton linters),X,,
28999907,Chemical supplies for foundries,X,,
28999908,Concrete curing and hardening compounds,X,,
28999909,Core wash or wax,X,,
28999910,Correction fluid,X,,
28999911,Corrosion preventive lubricant,X,,
28999912,Deicing or defrosting fluid,X,,
28999913,"Desalter kits, sea water",X,,
28999914,Distilled water,X,,
28999915,Drilling mud,X,,
28999916,"Dyes and tints, household",X,,
28999917,Fire extinguisher charges,X,,
28999918,Fire retardant chemicals,X,,
28999919,"Fluxes: brazing, soldering, galvanizing, and welding",X,,
28999920,Foam charge mixtures,X,,
28999921,Food contamination testing or screening kits,X,,
28999922,Frit,X,,
28999923,Fuel tank or engine cleaning chemicals,X,,
28999924,Gun slushing compounds,X,,
28999925,Heat treating salts,X,,
28999926,Household tints or dyes,X,,
28999927,Ink or writing fluids,X,,
28999928,Insulating compounds,X,,
28999929,Laundry sours,X,,
28999930,Lighter fluid,X,,
28999931,Metal treating compounds,X,,
28999932,Napalm,X,,
28999933,Oil treating compounds,X,,
28999934,Ossein,X,,
28999935,"Oxidizers, inorganic",X,,
28999936,Packers' salt,X,,
28999937,"Patching plaster, household",X,,
28999938,"Penetrants, inspection",X,,
28999939,Plastic wood,X,,
28999940,Plating compounds,X,,
28999941,Rifle bore cleaning compounds,X,,
28999942,Rust resisting compounds,X,,
28999943,Salt,X,,
28999944,"Sodium chloride, refined",X,,
28999945,Soil testing kits,X,,
28999946,Spirit duplicating fluid,X,,
28999947,Stencil correction compounds,X,,
28999948,Water treating compounds,X,,
28999949,Waterproofing compounds,X,,
28999950,Oil absorption equipment,X,,
28999951,Fuel treating compounds,X,,
28999952,"Drug testing kits, blood and urine",X,,
29110000,Petroleum refining,X,,
29110100,Gases and liquefied petroleum gases,X,,
29110101,"Gas, refinery",X,,
29110102,"Liquefied petroleum gases, LPG",X,,
29110200,Light distillates,X,,
29110201,Alkylates,X,,
29110202,Gasoline blending plants,X,,
29110203,Jet fuels,X,,
29110204,Kerosene,X,,
29110205,Naphtha,X,,
29110206,Solvents,X,,
29110300,Intermediate distillates,X,,
29110301,Acid oil,X,,
29110302,Diesel fuels,X,,
29110303,"Oils, fuel",X,,
29110304,"Oils, illuminating",X,,
29110305,"Oils, partly refined: sold for rerunning",X,,
29110306,Still oil,X,,
29110400,Heavy distillates,X,,
29110401,Mineral jelly,X,,
29110402,"Mineral oils, natural",X,,
29110403,"Mineral waxes, natural",X,,
29110404,"Oils, lubricating",X,,
29110405,Paraffin wax,X,,
29110500,Residues,X,,
29110501,"Asphalt or asphaltic materials, made in refineries",X,,
29110502,"Coke, petroleum",X,,
29110503,"Greases, lubricating",X,,
29110504,"Petrolatums, nonmedicinal",X,,
29110505,"Road materials, bituminous",X,,
29110506,Road oils,X,,
29110507,Tar or residuum,X,,
29110600,Aromatic chemical products,X,,
29110601,"Benzene, made in refineries",X,,
29110602,Benzol (petroleum refining),X,,
29110700,Nonaromatic chemical products,X,,
29110701,Butadiene (petroleum refining),X,,
29110702,Fuel additives,X,,
29110703,Naphthenic acids,X,,
29119900,"Petroleum refining, nec",X,,
29119901,"Fractionation products of crude petroleum, hydrocarbons, nec",X,,
29510000,Asphalt paving mixtures and blocks,X,,
29510100,Paving blocks,X,,
29510101,Asphalt paving blocks (not from refineries),X,,
29510102,Composition blocks for paving,X,,
29510103,Creosoted wood paving blocks,X,,
29510200,Paving mixtures,X,,
29510201,Asphalt and asphaltic paving mixtures (not from refineries),X,,
29510202,Coal tar paving materials (not from refineries),X,,
29510203,"Concrete, asphaltic (not from refineries)",X,,
29510204,"Concrete, bituminous",X,,
29510205,Mastic floor composition,X,,
29510206,"Road materials, bituminous (not from refineries)",X,,
29520000,Asphalt felts and coatings,X,,
29520100,Roofing materials,X,,
29520101,Mastic roofing composition,X,,
29520102,"Roof cement: asphalt, fibrous, or plastic",X,,
29520103,"Roofing felts, cements, or coatings, nec",X,,
29520104,Roofing pitch (not from refineries or coke ovens),X,,
29520105,"Tar paper, roofing",X,,
29520200,Siding materials,X,,
29520201,"Brick siding, asphalt",X,,
29520202,"Siding, insulating: impregnated, from purchased materials",X,,
29529900,"Asphalt felts and coatings, nec",X,,
29529901,Asphalt saturated board,X,,
29529902,"Coating compounds, tar",X,,
29529903,"Sheathing, asphalt saturated",X,,
29920000,Lubricating oils and greases,X,,
29920100,Lubricating oils,X,,
29920101,Brake fluid (hydraulic): made from purchased materials,X,,
29920102,"Cutting oils, blending: made from purchased materials",X,,
29920103,"Rust arresting compounds, animal or vegetable oil base",X,,
29920104,Transmission fluid: made from purchased materials,X,,
29929900,"Lubricating oils and greases, nec",X,,
29929901,"Oils and greases, blending and compounding",X,,
29929902,"Re-refining lubricating oils and greases, nec",X,,
29990000,"Petroleum and coal products, nec",X,,
29990100,Coke,X,,
29990101,"Coke (not from refineries), petroleum",X,,
29990102,"Coke, calcined petroleum: made from purchased materials",X,,
29990200,Fuel briquettes and waxes,X,,
29990201,Fuel briquettes or boulets: made with petroleum binder,X,,
29990202,"Waxes, petroleum: not produced in petroleum refineries",X,,
30110000,Tires and inner tubes,X,,
30110100,"Inner tubes, all types",X,,
30110101,Agricultural inner tubes,X,,
30110102,Airplane inner tubes,X,,
30110103,Automobile inner tubes,X,,
30110104,Bicycle inner tubes,X,,
30110105,Industrial inner tubes,X,,
30110106,Motorcycle inner tubes,X,,
30110107,Truck or bus inner tubes,X,,
30110200,"Pneumatic tires, all types",X,,
30110201,"Agricultural tires, pneumatic",X,,
30110202,"Airplane tires, pneumatic",X,,
30110203,"Automobile tires, pneumatic",X,,
30110204,"Bicycle tires, pneumatic",X,,
30110205,"Industrial tires, pneumatic",X,,
30110206,"Motorcycle tires, pneumatic",X,,
30110207,"Truck or bus tires, pneumatic",X,,
30110300,Tire and inner tube materials and related products,X,,
30110301,"Retreading materials, tire",X,,
30110302,"Tire sundries or tire repair materials, rubber",X,,
30110303,"Tiring, continuous lengths: rubber, with metal core",X,,
30110304,"Tiring, continuous lengths: rubber, without metal core",X,,
30110305,"Tread rubber, camelback for tire retreading",X,,
30119900,"Tires and inner tubes, nec",X,,
30119901,"Tires, cushion or solid rubber",X,,
30119902,"Tires, semi-pneumatic",X,,
30210000,Rubber and plastics footwear,X,,
30210100,"Protective footwear, rubber or plastic",X,,
30210101,"Arctics, rubber or rubber soled fabric",X,,
30210102,"Boots, plastic",X,,
30210103,"Boots, rubber or rubber soled fabric",X,,
30210104,"Gaiters, rubber or rubber soled fabric",X,,
30210105,"Galoshes, plastic",X,,
30210106,"Galoshes, rubber or rubber soled fabric",X,,
30210107,"Overshoes, plastic",X,,
30210108,"Overshoes, rubber or rubber soled fabric",X,,
30210109,Pacs: rubber or rubber soled fabric,X,,
30210200,"Shoes, rubber or plastic molded to fabric",X,,
30210201,"Canvas shoes, rubber soled",X,,
30210202,"Footholds, rubber or rubber soled fabric",X,,
30210203,"Sandals, rubber",X,,
30210204,"Shoes, plastic soles molded to fabric uppers",X,,
30210205,"Shoes, rubber or rubber soled fabric uppers",X,,
30520000,Rubber and plastics hose and beltings,X,,
30520100,Rubber hose,X,,
30520101,"Air line or air brake hose, rubber or rubberized fabric",X,,
30520102,"Automobile hose, rubber",X,,
30520103,"Cotton fabric, rubber lined hose",X,,
30520104,"Fire hose, rubber",X,,
30520105,"Garden hose, rubber",X,,
30520106,"Heater hose, rubber",X,,
30520107,"Hose, pneumatic: rubber or rubberized fabric, nec",X,,
30520108,"Vacuum cleaner hose, rubber",X,,
30520200,Plastic hose,X,,
30520201,"Automobile hose, plastic",X,,
30520202,"Garden hose, plastic",X,,
30520203,"Heater hose, plastic",X,,
30520204,"Vacuum cleaner hose, plastic",X,,
30520300,Rubber belting,X,,
30520301,"Transmission belting, rubber",X,,
30520302,"V-belts, rubber",X,,
30520400,Plastic belting,X,,
30520401,"V-belts, plastic",X,,
30530000,Gaskets; packing and sealing devices,X,,
30530100,Gaskets and sealing devices,X,,
30530101,Gasket materials,X,,
30530102,"Gaskets, all materials",X,,
30530103,"Grease retainers, leather",X,,
30530104,"Grease seals, asbestos",X,,
30530105,"Oil seals, asbestos",X,,
30530106,"Oil seals, leather",X,,
30530107,"Oil seals, rubber",X,,
30530108,"Washers, leather",X,,
30530200,Packing materials,X,,
30530201,"Cup packing, leather",X,,
30530202,"Packing, leather, nec",X,,
30530203,"Packing, metallic",X,,
30530204,"Packing, rubber",X,,
30530205,"Packing: steam engines, pipe joints, air compressors, etc.",X,,
30530206,Steam or other packing,X,,
30530207,"U-valve packing, leather",X,,
30610000,Mechanical rubber goods,X,,
30619900,"Mechanical rubber goods, nec",X,,
30619901,Appliance rubber goods (mechanical),X,,
30619902,Automotive rubber goods (mechanical),X,,
30619903,Medical and surgical rubber tubing (extruded and lathe-cut),X,,
30619904,Oil and gas field machinery rubber goods (mechanical),X,,
30690000,"Fabricated rubber products, nec",X,,
30690100,Medical and laboratory rubber sundries and related products,X,,
30690101,"Acid bottles, rubber",X,,
30690102,"Bulbs, rubber: for atomizers, syringes, medicine droppers",X,,
30690103,"Culture cups, rubber",X,,
30690104,"Fountain syringes, rubber",X,,
30690105,"Laboratory sundries: cases, covers, funnels, cups, etc.",X,,
30690106,"Medical sundries, rubber",X,,
30690107,"Spray bulbs, rubber",X,,
30690108,"Stoppers, rubber",X,,
30690109,"Water bottles, rubber",X,,
30690200,Rubber floorcoverings/mats and wallcoverings,X,,
30690201,"Bathmats, rubber",X,,
30690202,"Door mats, rubber",X,,
30690203,"Floor coverings, rubber",X,,
30690204,"Flooring, rubber: tile or sheet",X,,
30690205,"Mats or matting, rubber, nec",X,,
30690206,"Sheeting, rubber or rubberized fabric",X,,
30690207,"Stair treads, rubber",X,,
30690208,"Tile, rubber",X,,
30690209,"Wallcoverings, rubber",X,,
30690300,Rubber coated fabrics and clothing,X,,
30690301,"Aprons, vulcanized rubbed or rubberized fabric",X,,
30690302,"Baby pants, vulcanized rubber or rubberized fabric",X,,
30690303,"Bathing caps or suits, rubber",X,,
30690304,"Bibs, vulcanized rubber or rubberized fabric",X,,
30690305,"Capes, vulcanized rubber or rubberized fabric",X,,
30690306,"Cloaks, vulcanized rubber or rubberized fabric",X,,
30690307,"Clothing, vulcanized rubber or rubberized fabric",X,,
30690308,"Dress shields, vulcanized rubber or rubberized fabric",X,,
30690309,"Mittens, rubber",X,,
30690310,Rubberized fabrics,X,,
30690311,"Wet suits, rubber",X,,
30690400,Air-supported rubber structures,X,,
30690401,"Balloons, advertising and toy: rubber",X,,
30690402,"Balloons, metal foil laminated with rubber",X,,
30690403,"Life jackets, inflatable: rubberized fabric",X,,
30690404,"Life rafts, rubber",X,,
30690405,"Mattresses, pneumatic: fabric coated with rubber",X,,
30690500,"Boot or shoe products, rubber",X,,
30690501,"Heels, boot or shoe: rubber, composition, or fiber",X,,
30690502,"Soles, boot or shoe: rubber, composition, or fiber",X,,
30690503,"Soling strips, boot or shoe: rubber, composition, or fiber",X,,
30690504,"Top lift sheets, rubber",X,,
30690600,Reclaimed rubber and specialty rubber compounds,X,,
30690601,"Chlorinated rubbers, natural",X,,
30690602,Custom compounding of rubber materials,X,,
30690603,"Cyclo rubbers, natural",X,,
30690604,Gutta-percha compounds,X,,
30690605,"Latex, foamed",X,,
30690606,Reclaimed rubber (reworked by manufacturing processes),X,,
30690607,"Rug backing compounds, latex",X,,
30690700,Sponge rubber and sponge rubber products,X,,
30690701,"Pillows, sponge rubber",X,,
30690702,"Weather strip, sponge rubber",X,,
30690800,Druggist's rubber sundries,X,,
30690801,"Baby pacifiers, rubber",X,,
30690802,"Birth control devices, rubber",X,,
30690803,"Finger cots, rubber",X,,
30690804,"Nipples, rubber",X,,
30690805,"Orthopedic sundries, molded rubber",X,,
30690806,"Teething rings, rubber",X,,
30690807,"Thermometer cases, rubber",X,,
30690900,Stationer's rubber sundries,X,,
30690901,"Erasers: rubber, or rubber and abrasive combined",X,,
30690902,Rubber bands,X,,
30691000,Hard rubber and molded rubber products,X,,
30691001,"Battery boxes, jars, or parts, hard rubber",X,,
30691002,"Boxes, hard rubber",X,,
30691003,"Grips or handles, rubber",X,,
30691004,"Hard rubber products, nec",X,,
30691005,"Mallets, rubber",X,,
30691006,Molded rubber products,X,,
30691007,"Rods, hard rubber",X,,
30691008,"Sheets, hard rubber",X,,
30691009,"Tubes, hard rubber",X,,
30691010,"Urinals, rubber",X,,
30691011,"Valves, hard rubber",X,,
30691100,Rubber hair accessories,X,,
30691101,"Brushes, rubber",X,,
30691102,"Combs, hard rubber",X,,
30691103,"Curlers, hair, rubber",X,,
30691104,"Hairpins, rubber",X,,
30691200,Rubber smoking accessories,X,,
30691201,"Mouthpieces for pipes, cigarette holders, etc.: rubber",X,,
30691202,"Pipestems or bits, tobacco: hard rubber",X,,
30691300,Rubber rolls and roll coverings,X,,
30691301,Printers' rolls and blankets: rubber or rubberized fabric,X,,
30691302,"Roll coverings, rubber",X,,
30691303,"Rolls, solid or covered rubber",X,,
30691304,"Top roll covering, for textile mill machinery: rubber",X,,
30691400,Rubber automotive products,X,,
30691401,"Brake linings, rubber",X,,
30691402,Rubber covered motor mounting rings (rubber bonded),X,,
30691500,Rubber hardware,X,,
30691501,"Bushings, rubber",X,,
30691502,"Castings, rubber",X,,
30691503,"Expansion joints, rubber",X,,
30691504,"Grommets, rubber",X,,
30691505,Plumbers' rubber goods,X,,
30691506,"Washers, rubber",X,,
30691600,Rubber tape,X,,
30691601,"Friction tape, rubber",X,,
30691602,"Tape, pressure sensitive: rubber",X,,
30699900,"Fabricated rubber products, nec, nec",X,,
30699901,"Bags, rubber or rubberized fabric",X,,
30699902,"Balls, rubber",X,,
30699903,"Bath sprays, rubber",X,,
30699904,"Film, rubber",X,,
30699905,Foam rubber,X,,
30699906,"Fuel tanks, collapsible: rubberized fabric",X,,
30699907,"Jar rings, rubber",X,,
30699908,"Kneeling pads, rubber",X,,
30699909,"Liner strips, rubber",X,,
30699910,"Linings, vulcanizable rubber",X,,
30699911,"Mattress protectors, rubber",X,,
30699912,"Platens, except printers': solid or covered rubber",X,,
30699913,"Pontoons, rubber",X,,
30699914,"Pump sleeves, rubber",X,,
30699915,"Roofing, membrane rubber",X,,
30699916,"Spatulas, rubber",X,,
30699917,"Thread, rubber",X,,
30699918,"Toys, rubber",X,,
30699919,"Trays, rubber",X,,
30699920,"Tubing, rubber",X,,
30699921,"Type, rubber",X,,
30699922,"Wainscoting, rubber",X,,
30699923,"Strapping, rubber",X,,
30810000,Unsupported plastics film and sheet,X,,
30810100,Plastics film and sheet,X,,
30810101,"Packing materials, plastics sheet",X,,
30810102,Photographic and X-ray film and sheet,X,,
30810103,Polyethylene film,X,,
30810104,Polypropylene film and sheet,X,,
30810105,Polyvinyl film and sheet,X,,
30810106,Vinyl film and sheet,X,,
30819900,"Unsupported plastics film and sheet, nec",X,,
30819901,"Film base, cellulose acetate or nitrocellulose plastics",X,,
30819902,"Floor or wall covering, unsupported plastics",X,,
30819903,"Tile, unsupported plastics",X,,
30820000,Unsupported plastics profile shapes,X,,
30829900,"Unsupported plastics profile shapes, nec",X,,
30829901,"Rods, unsupported plastics",X,,
30829902,"Tubes, unsupported plastics",X,,
30830000,Laminated plastics plate and sheet,X,,
30839900,"Laminated plastics plate and sheet, nec",X,,
30839901,Laminated plastics sheets,X,,
30839902,"Plastics finished products, laminated",X,,
30839903,"Retroflective sheeting, plastics",X,,
30839904,"Thermoplastics laminates: rods, tubes, plates, and sheet",X,,
30839905,"Thermosetting laminates: rods, tubes, plates, and sheet",X,,
30839906,"Window sheeting, plastics",X,,
30840000,Plastics pipe,X,,
30850000,Plastics bottles,X,,
30860000,Plastics foam products,X,,
30869900,"Plastics foam products, nec",X,,
30869901,"Carpet and rug cushions, foamed plastics",X,,
30869902,"Cups and plates, foamed plastics",X,,
30869903,"Ice chests or coolers (portable), foamed plastics",X,,
30869904,"Insulation or cushioning material, foamed plastics",X,,
30869905,"Packaging and shipping materials, foamed plastics",X,,
